,ticker
1954,ANVGQ
1955,AETI
1956,DEER
1957,VTGDF
1958,DOMK
1959,RINO
1960,SYN
1961,MASI
1962,CXO
1963,GTATQ
1964,REXX
1965,TPI
1966,WBC
1967,MXSG
1968,AMDA
1969,LULU
1970,SAND
1971,THTI
1972,CYRS
1973,CXDC
1974,SOPW
1975,OMTK
1976,VNR
1977,IMRSQ
1978,AREX
1979,ETRM
1980,SYRG
1981,PTOI
1982,OCEL
1983,OESX
1984,BTG
1985,ORN
1986,GRH
1987,PPRW
1988,AHC
1989,PSRU
1990,RGSE
1991,VLOV
1992,CLDX
1993,GALE
1994,SPCL
1995,INSY
1996,NXFI
1997,REN
1998,NX
1999,WES
2000,CDNA
2001,FES
2002,ADFS
2003,HPJ
2004,RXN
2005,PPP
2006,STRI
2007,GELV
2008,XNRG
2009,STVF
2010,ABIO
2011,LIWA
2012,ALTA
2013,CHOPF
2014,ADMP
2015,TECO
2016,ENRJ
2017,PSON
2018,CGNH
2019,HUAY
2020,FVGCF
2021,EDSFF
2022,CVE
2023,CRMD
2024,STEV
2025,KGJI
2026,VUZI
2027,PPSI
2028,ACAR
2029,PABL
2030,DSKX
2031,OAS
2032,AMPE
2033,ABAC
2034,NVFY
2035,ERN
2036,SURE
2037,EOX
2038,TOWR
2039,BWOWF
2040,QING
2041,TAHO
2042,ELMD
2043,ANFC
2044,PANG
2045,ASMB
2046,ENSV
2047,DNAX
2048,BDE
2049,ATOS
2050,ASENQ
2051,SODA
2052,RTSO
2053,TUNG
2054,TRCH
2055,3VOIL
2056,UREE
2057,DCGD
2058,MJMD
2059,VOC
2060,LBGO
2061,SNRE
2062,THR
2063,SOUP
2064,ESSI
2065,SLCO
2066,ABHD
2067,PSG
2068,RIOB
2069,SXC
2070,ITEC
2071,CLRB
2072,GEEPF
2073,PCNT
2074,WPX
2075,IMJN
2076,BRND
2077,CTLE
2078,RMGN
2079,CRYO
2080,STNT
2081,ARGS
2082,AHFD
2083,FBHS
2084,LIQT
2085,EXAD
2086,AIRW
2087,MEMP
2088,DMEDF
2089,PGLA
2090,AIXG
2091,OTIV
2092,PSDV
2093,CYTX
2094,OPTT
2095,NUVA
2096,ANGO
2097,MNTA
2098,UCTT
2099,IFON
2100,SSH
2101,ESNC
2102,WENTF
2103,AKER
2104,MNELF
2105,ENVS
2106,GPRK
2107,EXXI
2108,CDTI
2109,QURE
2110,LYB
2111,NADL
2112,AIR
2113,ACET
2114,AE
2115,ANDE
2116,ARW
2117,AVT
2118,AIT
2119,BBY
2120,BOBE
2121,0015B
2122,CACHQ
2123,CASY
2124,CAS
2125,CATO
2126,CSTW
2127,EAT
2128,CCOM
2129,RAVE
2130,BH
2131,CBRL
2132,WEN
2133,TGT
2134,AOI
2135,DDS
2136,DG
2137,ASNA
2138,EDUC
2139,M
2140,BDL
2141,FSTR
2142,GPS
2143,GCO
2144,GPC
2145,GWW
2146,HVT
2147,HWKN
2148,HD
2149,HBP
2150,RYI
2151,AXE
2152,JACO
2153,MIL
2154,SHLD
2155,KAMN
2156,KR
2157,LAWS
2158,LKII
2159,LB
2160,LOW
2161,LUB
2162,MCD
2163,MCK
2164,CVS
2165,EVI
2166,MIK
2167,MITSY
2168,RT
2169,NATH
2170,NR
2171,JWN
2172,OMI
2173,PKOH
2174,JCP
2175,PBY
2176,PIR
2177,PUSH
2178,AN
2179,RELL
2180,RAD
2181,ROST
2182,SCIXF
2183,SVU
2184,SYY
2185,1231B
2186,TRNS
2187,ESND
2188,UVV
2189,CTTC
2190,VLGEA
2191,WMT
2192,WBA
2193,WSO
2194,WMK
2195,WEYS
2196,WSM
2197,FL
2198,TJX
2199,ARKR
2200,TUES
2201,DGSE
2202,BIG
2203,TECD
2204,FRED
2205,TWMC
2206,INT
2207,SEDN
2208,ARG
2209,IMKTA
2210,CSH
2211,JACK
2212,DXLG
2213,HKFI
2214,CRMT
2215,TIF
2216,LVNTA
2217,FTUSQ
2218,FGP
2219,1641B
2220,FAST
2221,HLF
2222,ODP
2223,CVSL
2224,VASO
2225,SIG
2226,SPLS
2227,RELY
2228,CST
2229,NEEB
2230,WPT
2231,WNRL
2232,3VEND
2233,MUSA
2234,3ACTL
2235,ARCX
2236,DENN
2237,PRBI
2238,VTTI
2239,CNV
2240,IPLO
2241,QKLS
2242,GTIM
2243,WTSLQ
2244,SONC
2245,AZO
2246,PNRA
2247,FCFS
2248,DSW
2249,AEY
2250,EZPW
2251,SYBRQ
2252,BONT
2253,ARCI
2254,CHFR
2255,WFM
2256,NMSCA
2257,GWSV
2258,OPMZ
2259,CBK
2260,MW
2261,SMRT
2262,BKE
2263,KSS
2264,BBBY
2265,ESRX
2266,FINL
2267,JCTCF
2268,SBUX
2269,CENTA
2270,CAKE
2271,PDCO
2272,BAMM
2273,ZNCM
2274,DEST
2275,PSUN
2276,SCVL
2277,CHS
2278,ORLY
2279,PZZA
2280,TLF
2281,SPTN
2282,BKS
2283,COST
2284,URBN
2285,SCHN
2286,WMAR
2287,LNG
2288,TSCO
2289,ZEUS
2290,CPRT
2291,AEO
2292,RS
2293,TESS
2294,NTRI
2295,NSIT
2296,DLTR
2297,ABC
2298,PCMI
2299,TAIT
2300,DRI
2301,SYX
2302,WSTG
2303,DIT
2304,RICK
2305,POOL
2306,HSIC
2307,MSM
2308,SGU
2309,IDSA
2310,SPH
2311,WIRX
2312,BOBS
2313,RUSHA
2314,BIOS
2315,ANF
2316,ERS
2317,BJRI
2318,SPYR
2319,HIBB
2320,PAG
2321,SSI
2322,IM
2323,UNFI
2324,DAVE
2325,PLUS
2326,3GRLL
2327,GEL
2328,LAD
2329,DXPE
2330,KMX
2331,CLWT
2332,AMZN
2333,WILC
2334,PRVU
2335,PSMT
2336,PETS
2337,YUM
2338,PLCE
2339,STRZ
2340,WALK
2341,MBAY
2342,GPI
2343,SAH
2344,TALN
2345,PCCC
2346,CTDH
2347,ADNY
2348,CPSO
2349,HZO
2350,CEDCQ
2351,HDII
2352,GSPT
2353,PAA
2354,BLKIA
2355,EBYH
2356,WCC
2357,BSHI
2358,ABLE
2359,FLWS
2360,BSQR
2361,GAIA
2362,ASDS
2363,FABU
2364,KKD
2365,YOSN
2366,MDBX
2367,ICNM
2368,BWTL
2369,ADTR
2370,ABG
2371,GCFB
2372,BGFV
2373,GME
2374,AAP
2375,ARO
2376,CVGW
2377,OSTK
2378,COSI
2379,TA
2380,KIRK
2381,DKS
2382,ICTV
2383,MMLP
2384,MBPFY
2385,LKQ
2386,SNX
2387,CONN
2388,0460B
2389,BWLD
2390,DPZ
2391,TXRH
2392,NWY
2393,BECN
2394,JVA
2395,BBW
2396,BXC
2397,PBH
2398,CORE
2399,CEQP
2400,CTRN
2401,RUTH
2402,GLP
2403,JMBA
2404,HOTR
2405,KONA
2406,QSR
2407,BGI
2408,ANW
2409,HEES
2410,CMG
2411,LQDT
2412,IGC
2413,GIGL
2414,HWCC
2415,NSH
2416,QVCA
2417,INWK
2418,ASTV
2419,IDNG
2420,SBH
2421,TAST
2422,UPGI
2423,CLNE
2424,JADA
2425,PRTS
2426,CQP
2427,HGG
2428,CZZ
2429,CALI
2430,ULTA
2431,LL
2432,CDII
2433,SWRL
2434,FNRG
2435,HSNI
2436,SAUC
2437,HASC
2438,GPRC
2439,DHRM
2440,CNBI
2441,EXPR
2442,EWSI
2443,TBSSE
2444,GRSU
2445,SGMD
2446,PRSS
2447,RNDY
2448,NILE
2449,IVFH
2450,CAB
2451,AAN
2452,WDDD
2453,UHAL
2454,ABM
2455,AMS
2456,AMSWA
2457,AXR
2458,ADSK
2459,ADP
2460,BRCOQ
2461,BLLI
2462,BRK.B
2463,HRB
2464,RHI
2465,BWL.A
2466,UIS
2467,BUKS
2468,ACXM
2469,CDI
2470,CSPI
2471,CACI
2472,CHADQ
2473,MGLN
2474,CHE
2475,CHDN
2476,CMRO
2477,CDCO
2478,CAR
2479,CA
2480,CSC
2481,CTG
2482,APYI
2483,DV
2484,OMC
2485,DNB
2486,ELRC
2487,ENZ
2488,EFX
2489,FCIC
2490,FONR
2491,GK
2492,GE
2493,JOB
2494,HRS
2495,HCSG
2496,HTZ
2497,PNK
2498,HH
2499,HOT
2500,WGEI
2501,IBM
2502,ISCA
2503,IPG
2504,KELYA
2505,FMFN
2506,MCS
2507,MGRC
2508,MHFI
2509,PSSR
2510,MENT
2511,INTG
2512,NHC
2513,THC
2514,GPX
2515,CRMZ
2516,OCEX
2517,UWN
2518,PAYX
2519,AGYS
2520,IPDN
2521,AGX
2522,QSII
2523,RCMT
2524,RGS
2525,RLBY
2526,ROL
2527,R
2528,ARHN
2529,LTTC
2530,SEB
2531,APPS
2532,LPTC
2533,SCI
2534,5946B
2535,TSRI
2536,TISI
2537,SIX
2538,TSS
2539,TYL
2540,UHS
2541,VSEC
2542,VALU
2543,VISI
2544,GHC
2545,GBR
2546,XRX
2547,JKHY
2548,QMED
2549,MSFT
2550,ORCL
2551,0139A
2552,DLHC
2553,REFR
2554,IT
2555,ADBE
2556,HHS
2557,HLS
2558,FISV
2559,CKEC
2560,HEMA
2561,CLGX
2562,VSR
2563,RENT
2564,CERN
2565,DNAD
2566,RDNT
2567,EEI
2568,OCLG
2569,CCAA
2570,BARA
2571,CMPD
2572,EINF
2573,CDNS
2574,EBIX
2575,GRST
2576,AIQ
2577,IEP
2578,FUN
2579,PMD
2580,AFAM
2581,FICO
2582,TIGR
2583,USMD
2584,LDR
2585,MAN
2586,BID
2587,MGM
2588,UTRX
2589,LH
2590,DRLCQ
2591,OPIX
2592,SYMC
2593,MPAY
2594,HGR
2595,APPZ
2596,ZIXI
2597,EA
2598,ANY
2599,ENGA
2600,KND
2601,3SKKY
2602,TRMR
2603,3CNAB
2604,FJTSY
2605,PTC
2606,TLPY
2607,SNOW
2608,3CURM
2609,SGNL
2610,STIV
2611,CZR
2612,3APPGE
2613,MDCA
2614,WLRH
2615,ADPT
2616,HQY
2617,3CAFN
2618,RDGA
2619,CADT
2620,IAIC
2621,CNXR
2622,TBI
2623,HCA
2624,RAFI
2625,MOC
2626,SECU
2627,EXPO
2628,SOFN
2629,INUV
2630,THLM
2631,RDFY
2632,OPRX
2633,ETEC
2634,SMRL
2635,CYH
2636,CCEL
2637,CITY
2638,ISIG
2639,MNRO
2640,PRGS
2641,HWAY
2642,ARIOQ
2643,TSCC
2644,CICI
2645,ARIS
2646,NQCI
2647,TTEK
2648,SNPS
2649,AERG
2650,GSTY
2651,TMMI
2652,FDC
2653,CASS
2654,ADAT
2655,INTZ
2656,DYII
2657,ISLE
2658,USPH
2659,DWCH
2660,FC
2661,MGIC
2662,ITEX
2663,CPXP
2664,LAYN
2665,DIRI
2666,EVEIQ
2667,ASGN
2668,QUMU
2669,FNSI
2670,BBOX
2671,CCTR
2672,IACI
2673,SDON
2674,INTU
2675,LGF
2676,ATTU
2677,SPNS
2678,BBSI
2679,SWWI
2680,BCO
2681,MCRI
2682,INOD
2683,MHGI
2684,FLL
2685,TGISQ
2686,THRSF
2687,IMCI
2688,MAR
2689,BYD
2690,SDOI
2691,BOPT
2692,QMCI
2693,NYNY
2694,HOLL
2695,PGICQ
2696,ALSC
2697,CLHI
2698,SPDC
2699,KIWB
2700,MLNK
2701,MINI
2702,LMSC
2703,TW
2704,CBR
2705,DVCR
2706,PENN
2707,FALC
2708,AMED
2709,WAVX
2710,BMBM.1
2711,AZPN
2712,TRKR
2713,CPHC
2714,APOL
2715,TWOC
2716,MIND
2717,ESI
2718,AASP
2719,PRXI
2720,RCII
2721,PSCO
2722,TRK
2723,ACIW
2724,WVWCQ
2725,NATI
2726,RDI
2727,MMTS
2728,CBZ
2729,TXCCQ
2730,GLOW
2731,CICN
2732,ATEA
2733,GVP
2734,AMIEQ
2735,ADSV
2736,KFRC
2737,SMSI
2738,MD
2739,CLRX
2740,DVA
2741,PNTR
2742,PRXL
2743,LTRE
2744,CTXS
2745,NUAN
2746,ELCO
2747,OTEX
2748,ENG
2749,PHLH
2750,FPCG
2751,SZMK
2752,WYY
2753,CHIF
2754,PAYDD
2755,VBTC
2756,CSGS
2757,SGRP
2758,RAIO
2759,QMKR
2760,QNIIF
2761,ELNK
2762,TLCVF
2763,PRGX
2764,CRRSQ
2765,ALJJ
2766,YHOO
2767,STRM
2768,TCX
2769,SYKE
2770,FCN
2771,NVTP
2772,SSNC
2773,APVS
2774,DTRK
2775,DAEG
2776,ANSS
2777,BVSN
2778,FDS
2779,CHKP
2780,EVSNF
2781,PEGA
2782,MGT
2783,STRA
2784,WHLM
2785,TTEC
2786,AWRE
2787,CSV
2788,CRWE
2789,WLFC
2790,EDGW
2791,DVD
2792,NCI
2793,PBIO
2794,ALLN
2795,SEAC
2796,STNR
2797,ISSM
2798,HPTO
2799,TISA
2800,NEOM
2801,WSTC
2802,FORR
2803,CLOK
2804,MWW
2805,DGX
2806,BBAL
2807,NSP
2808,MDSY
2809,EPIQ
2810,TTWO
2811,MTSL
2812,MMS
2813,SLP
2814,SRT
2815,AGBR
2816,CBEV
2817,ONSM
2818,OMTL
2819,HMNY
2820,SYNT
2821,VTSI
2822,ESLT
2823,MBAIF
2824,ISON
2825,UEPS
2826,ACSEF
2827,NRCIA
2828,RBA
2829,CSU
2830,ENHT
2831,RNWK
2832,BASI
2833,AMSG
2834,MHTX
2835,TMOL
2836,LIVE
2837,SAAS
2838,ACY
2839,DSGX
2840,VRSN
2841,CECO
2842,AWWC
2843,INKS
2844,IBIN
2845,SRDX
2846,AMFW
2847,NLSN
2848,TIDE
2849,MCAP
2850,NTWK
2851,CHWE
2852,BBMF
2853,VKIN
2854,OVTZ
2855,RLH
2856,SOFO
2857,BTSR
2858,MANH
2859,CRAI
2860,EVOL
2861,ICLR
2862,PDII
2863,ULTI
2864,MSTR
2865,DXM
2866,CTSH
2867,CRRWF
2868,DOX
2869,LMGR
2870,TLVA
2871,CSGP
2872,DTLK
2873,SCIL
2874,CVG
2875,IRNS
2876,PRYNF
2877,TIGE
2878,EBAY
2879,PTSH
2880,SGLDF
2881,TGLO
2882,WBMD
2883,SPIN
2884,BCOR
2885,ALIF
2886,VMII
2887,PWEB
2888,IVFZF
2889,GDEN
2890,UDWK
2891,EPAY
2892,KFY
2893,CEB
2894,EVCI
2895,THPHF
2896,ABTL
2897,NTLNF
2898,HSII
2899,TST
2900,RATE
2901,FFIV
2902,BWEBF
2903,NMXS
2904,SLNM
2905,OXDG
2906,STMP
2907,CYRN
2908,EWKS
2909,EGOV
2910,JCOM
2911,VHC
2912,DSNY
2913,PRZM
2914,PRFT
2915,BLIAQ
2916,ACTA
2917,ICNSQ
2918,PCOM
2919,RHT
2920,NTCT
2921,COOL
2922,LOOK
2923,LIOX
2924,EGAN
2925,ININ
2926,UNTD
2927,INAP
2928,ACME
2929,ADST
2930,JCDAF
2931,CLCT
2932,KTOS
2933,IMMR
2934,VCTL
2935,CRTN
2936,PFSW
2937,XOXO
2938,WSTM
2939,ORNH
2940,SQNM
2941,GIGM
2942,ONVI
2943,DTRM
2944,ARTD
2945,GSOL
2946,HSTM
2947,SPRT
2948,LPSN
2949,SINA
2950,LIVC
2951,SONS
2952,DJRT
2953,CNYD
2954,ENTS
2955,SOHU
2956,TBIO
2957,CDWD
2958,MNDO
2959,TSYS
2960,RDVWF
2961,BEL
2962,MCO
2963,EXAS
2964,GPN
2965,MMAM
2966,PMSO
2967,SNMX
2968,OMCL
2969,ACN
2970,ADS
2971,FEECQ
2972,LWSN
2973,CCRN
2974,AHS
2975,MIHL
2976,ABCO
2977,DRAD
2978,DLAD
2979,MANT
2980,DALT
2981,XAIN
2982,SANT
2983,COWI
2984,VRNT
2985,GSB
2986,MGHL
2987,NFLX
2988,RGC
2989,DDE
2990,CPSI
2991,SBAY
2992,ACM
2993,SYRX
2994,ITNM
2995,NSEO
2996,MRPT
2997,WYNN
2998,SITO
2999,ROHIQ
3000,TZOO
3001,CATS
3002,MSTF
3003,0030B
3004,CBMX
3005,ITOU
3006,HSON
3007,IPAS
3008,CIDM
3009,TRCK
3010,CALD
3011,UTI
3012,DSTI
3013,MCHX
3014,CRM
3015,INTX
3016,SP
3017,GOOGL
3018,MORN
3019,SPRO
3020,VVDL
3021,VVI
3022,LOCMQ
3023,ODMO
3024,DWA
3025,LVS
3026,HUGE
3027,TLVTF
3028,HURN
3029,ARC
3030,LHCG
3031,EXLS
3032,FDNH
3033,IHS
3034,3MOST
3035,LINC
3036,NETE
3037,CPLA
3038,WEB
3039,CMPR
3040,VSCP
3041,NCIT
3042,EFUT
3043,TAL
3044,CLUB
3045,BKD
3046,CCO
3047,LDOS
3048,DRSV
3049,MAJCQ
3050,8550B
3051,LYV
3052,GNOW
3053,PERI
3054,MHGC
3055,FIS
3056,ADK
3057,GMET
3058,LUNA
3059,SNCR
3060,EACR
3061,ZNDX
3062,WCUI
3063,GFMH
3064,CAMG
3065,CVLT
3066,UCCC
3067,ICFI
3068,HIL
3069,AYR
3070,MBLX
3071,WLDN
3072,WFCF
3073,AER
3074,AFFY
3075,GUID
3076,NCMI
3077,PTSS
3078,BLIN
3079,GLUU
3080,BR
3081,IPUB
3082,RGDXQ
3083,SPCB
3084,TYPE
3085,CNK
3086,CAI
3087,TTGT
3088,AVOI
3089,ENOC
3090,LLNW
3091,TSSI
3092,PRO
3093,SCOR
3094,CNWHF
3095,VRTU
3096,ATHN
3097,G
3098,MELI
3099,TDC
3100,CTCT
3101,MARK
3102,TGH
3103,KLEG
3104,KALO
3105,FPAY
3106,LRN
3107,MDAS
3108,N
3109,CNSO
3110,JUHL
3111,FDBL
3112,IPCM
3113,RSSS
3114,DJSP
3115,DRNED
3116,RCON
3117,3CHND
3118,ASCMA
3119,SIXD
3120,CGEM
3121,RIHC
3122,BPI
3123,BCDI
3124,CLPI
3125,PGSY
3126,ALSOD
3127,TRITF
3128,NTEK
3129,ISDR
3130,VCMG
3131,ADUS
3132,CO
3133,H
3134,ESSX
3135,EVSP
3136,ZOOM
3137,ACHI
3138,OMNTD
3139,PRFC
3140,IDI
3141,NAUH
3142,IFLM
3143,TPCA
3144,SMGI
3145,IKGH
3146,BCYP
3147,EVTC
3148,AWON
3149,RWWI
3150,XCLK
3151,TDCH
3152,DMD
3153,STIE
3154,JTPY
3155,FCHS
3156,AL
3157,ICLD
3158,SRNA
3159,NRGT
3160,CDFT
3161,BKSH
3162,YNDX
3163,LIVX
3164,VRHD
3165,QUTR
3166,GAHC
3167,STAF
3168,ECOP
3169,SPDL
3170,MANU
3171,BRANF
3172,RVBHF
3173,LOV
3174,SAPX
3175,BLKB
3176,CATM
3177,MMRF
3178,OHGI
3179,INXN
